row ID,row m/z,row retention time,20221207_Dac_C18_100MeOH_ddMS2.raw Peak area,20221221_Dat_C18_100MeOH_ddMS2.raw Peak area,20221207_Dau_C18_100MeOH_ddMS2.raw Peak area,20221105_Dax_100MeOH_ddMS2.raw Peak area,20221105_Dbh_100MeOH_ddMS2.raw Peak area,20240421_Ddepauperate_100MeOH_2_ddMS.raw Peak area,20221207_Dfe_C18_100MeOH_ddMS2.raw Peak area,20221207_Dgi_C18_100MeOH_ddMS2.raw Peak area,20221105_Dgr_100MeOH_ddMS2.raw Peak area,20240421_Dholosericea_100MeOH_ddMS.raw Peak area,20221105_DjeFt_100MeOH_2021Sample_ddMS2.raw Peak area,20240428_DjezoensisFlower_100MeOH_ddMS.raw Peak area,20240421_Dkiusiana_var_100MeOH_ddMS.raw Peak area,20230410_Dob_SepPak100MeOH_ddMS2.raw Peak area,20240428_DodoraFlower_100MeOH_ddMS.raw Peak area,20230410_Dols_SepPak100MeOH_ddMS2.raw Peak area,20230410_Dor_SepPak100MeOH_ddMS2.raw Peak area,20230410_Doss_SepPak100MeOH_ddMS2.raw Peak area,20221221_Dpa_C18_100MeOH_ddMS2.raw Peak area,20221105_Dpe_100MeOH_ddMS2.raw Peak area,20230413_Dpof_100MeOH_ddMS2.raw Peak area,20230413_Dpol_100MeOH_ddMS2.raw Peak area,20230413_DpoS_100MeOH_ddMS2.raw Peak area,20240428_DpseudomezereumFlower_100MeOH_ddMS.raw Peak area,20221105_DpsFt_100MeOH_2021Sample_ddMS2.raw Peak area,20221221_Dre_C18_100MeOH_ddMS2.raw Peak area,20221105_Dta_100MeOH_ddMS2.raw Peak area,20221207_Dyu_C18_100MeOH_ddMS2.raw Peak area,20240421_Ealbuflora_100MeOH_ddMS.raw Peak area,20240428_EchrysanthaBud_100MeOH_ddMS.raw Peak area,20230528_Ech_100MeOH_ddMS2.raw Peak area,20240706_Ecft_AcOEtSepPackC18_100MeOH_ddMS.raw Peak area,20240428_EchrysanthaLeaf_100MeOH_ddMS.raw Peak area,20240428_EchrysanthaStem_100MeOH_ddMS.raw Peak area,20230528_Ega_100MeOH_ddMS2.raw Peak area,20230528_Sch_100MeOH_ddMS2.raw Peak area,20230217_Wal100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wca100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20240421_Wdelavayi_100MeOH_ddMS.raw Peak area,20230217_Wdo100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wil100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wis100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wla100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wle100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wli100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wlr100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20240421_Wlungtzeensi_100MeOH_ddMS.raw Peak area,20240421_Wmicrantha_100MeOH_ddMS.raw Peak area,20230528_Wnu2_100MeOH_ddMS2.raw Peak area,20230217_Wpa100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wpi100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wsc100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20230217_Wst100MeOH_ultra_ddMS_POS1520_NEG10.raw Peak area,20240421_Wtrichotoma_100MeOH_ddMS.raw Peak area,20240428_DgenkwaFlower_100MeOH_ddMS.raw Peak area,20221207_Dge_C18_100MeOH_ddMS2.raw Peak area
404,307.2266453,8.762693243,1286964.806,0,0,1394652.308,4848919.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2828708.222,0,0,0,0,0,0,0,0,0,0,784732.5428,0,0,0,0,8088392.843,0,0,0,0,0,822058.5914
405,617.2751465,9.2316256,911292.9797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,359.8188014,0.346266467,8173404.32,3863782.797,8235664.716,8218902.581,8417295.734,0,6697237.099,9511053.709,8726201.023,0,7318237.709,0,0,0,0,0,0,0,3381364.542,7809482.54,0,0,0,0,7417507.866,2975609.297,7850897.002,8260850.101,0,0,2363761.192,0,0,0,4700359.096,4870866.404,1.08E+07,1.06E+07,0,0,1.11E+07,1.16E+07,1.01E+07,1.09E+07,1.73E+07,1.08E+07,0,0,5616103.664,1.46E+07,0,1.05E+07,1.06E+07,0,0,6293297.881
407,545.2748566,3.779698233,961846.1238,0,0,0,0,0,0,2969182.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16E+07,0,0,7012120.934,5928829.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503378.891,0,0,0,0,0,0,0,0,0,0,0
408,620.3652696,4.760537077,819084.326,0,1288578.288,2025041.199,1386426.71,0,1944249.152,0,5030430.087,0,0,0,0,0,0,0,0,0,1374364.568,0,0,0,0,0,0,0,4466384.885,2904320.718,0,0,0,0,0,0,0,0,1047075.269,0,0,0,0,0,0,315402.1836,0,0,0,0,0,0,1329389.243,0,0,0,0,1668867.716
409,463.1238907,0.852446673,1595215.995,0,5510281.174,0,0,0,0,0,0,0,0,0,0,5621402.201,0,0,0,0,0,983958.266,0,0,0,0,0,926284.4047,0,0,0,0,0,0,0,0,0,0,380463.9555,2020207.359,0,0,0,0,2998544.809,0,0,0,0,0,0,0,1108995.204,0,0,0,0,2534921.92
410,336.3101786,9.750208647,1888175.047,1600781.653,0,2385095.322,4175475.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734144.284,0,0,1937628.867,0,0,1177855.331,1678960.547,0,0,0,0,0,0,1743578.971,0,0,0,0,0,0,1840665.344,0,0,0,893425.8651,2289392.132,0,0,1056860.254,0,2444991.379,2630560.873
411,1053.259054,1.8117256,4409070.387,0,0,0,0,0,0,0,1.03E+07,0,0,0,0,0,0,0,0,0,2197507.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,503.2286987,4.2618973,1004054.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,699.3563538,3.7354549,375679.2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989046.4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,732.5471252,9.112665105,1321002.365,1805150.238,0,0,0,0,618947.1603,0,0,660872.9286,3895564.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744939.0467,1603115.957,891081.9536,0,0,0,0,0,0,1355636.963,1642060.961,0,1163649.141,0,0,1177786.883,1056133.674,1280262.003,842146.7125,0,1220761.818,0,2555830.476,0,727243.642,687838.5601,0,3193324.437,0
415,556.3851013,7.5411156,1.09E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,605.3324585,11.726828,1234214.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,536.3797913,8.5731145,1191033.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,500.2642619,6.269234133,783018.5362,0,0,0,0,0,0,0,0,0,0,0,0,1991645.977,0,1634558.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,363.0686218,0.76730176,1144998.768,0,0,4142939.633,1.03E+07,0,3636949.14,0,0,0,0,0,311353.5496,1.09E+08,2470687.267,0,0,0,509299.5222,0,0,0,0,0,0,3187610.148,3744856.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,520.3406677,5.0956596,438180.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,624.3958817,7.253501325,881017.5231,0,0,0,0,0,1838861.276,0,1373972.202,0,2017595.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177404.659,0,0,0,0,0,0,4319068.654,1734814.91,0,2619718.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,905.5790187,14.64369729,647386.0222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44E+07,9014169.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62E+07,0,0,0,0,3.62E+07,0,9452736.393,0,0,0,0,0,0,0,5889018.899,0,0,0
423,1085.250468,1.435881033,2357656.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741018.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,1460695.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,796.4642334,12.405349,795333.2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,409.0923882,0.769522538,2035342.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344454.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716255.291,936423.2534,0,0
426,317.2088994,7.872979236,436861.5506,0,0,608914.6802,338279.729,0,0,1344582.809,1083642.662,0,0,0,0,830713.703,0,0,0,0,0,0,0,0,1237220.255,0,0,0,0,474414.3791,0,0,0,0,0,0,0,0,620116.5773,0,0,0,2539225.746,0,211590.2266,0,307263.9765,0,0,0,0,1371836.602,0,0,0,0,0,1314594.344
427,505.2429428,4.05041315,942618.2477,0,0,0,0,0,0,0,0,0,0,0,0,177877.5328,0,0,0,0,0,0,0,0,0,0,0,0,1305957.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92E+07,0
428,703.3881165,6.4514452,1008182.114,0,0,0,0,0,3516268.829,0,777447.7029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781932.566,0,0,1094940.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,776.5739441,9.073729925,827404.5424,0,0,0,0,0,0,0,1116478.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639438.8392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777055.9861,0,0,0,0,0,0
430,344.2430623,2.482249433,2178549.729,0,0,3542574.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,520.3955078,9.8887342,3609435.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,1067.239368,1.880781,2243751.422,0,0,0,0,0,0,0,1.72E+07,0,0,0,0,0,0,0,0,0,2985073.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628370.031,0,0,0,1025588.79,0,0,0,0,0,0,0
433,622.3802795,5.836496117,915907.0929,0,2339102.396,1837267.222,0,0,2528519.513,0,6962977.937,0,1889060.58,0,0,0,0,0,0,0,1058029.114,0,0,0,0,0,0,0,0,2230883.373,0,0,0,0,0,1885770.821,0,3705448.385,0,4527372.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482414.015
434,372.162014,5.81930555,695802.4861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524908.4121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305751.2951,0,0,4883808.957,0,0,0,1032353.718,358835.5376,0,0,0,0,818767.9019,925920.807,0,0,0,0,0
435,665.296936,6.8832072,394263.1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,604.4054965,12.42768969,2957758.398,0,3312437.025,6684442.505,7883625.989,0,3186977.742,0,0,0,1.04E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,7572010.225,0,0,2947734.843,0,1612523.627,0,0,0,0,0,0,0,0,0,0,0,974642.2917,0,0,0,0,0,0,0,0,0,0,983908.9702,0,2624761.22,3299327.274
437,575.1185303,1.4369214,367813.5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,328.2484131,3.6237073,1071752.133,2461988.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832336.203,0,0,0,0,0,0,1333524.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,559.4579468,7.2262635,702133.6514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,663.2805176,7.4334234,805930.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,478.3378448,3.87685635,486551.6993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368763.7751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,823.3688354,4.5231768,389488.5449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,469.2228165,6.3343552,697588.2999,0,0,578486.7145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,512.2858988,1.170304233,432745.6257,0,0,0,0,0,0,0,0,0,0,0,0,1295487.683,1757424.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,823.3709412,4.7569637,1193799.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,614.2031097,0.777424283,965282.5751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499963.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396826.7361,0,0,0,0,1614717.28,0,0,0,0,0,0,0
447,423.2738317,4.980991133,475135.2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3747332.573,0,0,0,0,0,0,0,0,0,0,0,0,2.24E+07,0,6765387.922,0,0,0,0,0,0,775096.09,1309653.905,0,0,0,0,0,0,0,0
448,407.3367004,9.6936929,1334780.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,480.3093058,6.5799327,374665.1176,0,0,0,186398.0248,0,397172.1806,0,7153699.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766372.9669,0,0,0,657207.7537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,717.2930603,2.2449477,303818.9327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,372.1619537,5.7227038,1005203.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834050.3904,0,0,0,0,0,0,0,0,266120.1635,0,0,0,0,0,0,0,0,0,6592152.476,0,0,0,0,0,0,1043456.009,0,0,0,0,0,0,0,0,0,0,0
452,316.2849808,3.554707655,1312373.705,0,0,6763884.156,3266778.531,0,779935.5713,798970.9192,2214287.185,0,543999.6629,0,0,0,0,0,0,0,1193193.271,2442477.447,0,0,0,0,0,0,0,0,0,0,2068027.671,711126.8273,0,0,0,911757.1841,6011055.248,1.54E+07,0,5612549.978,0,0,1.13E+07,0,1538384.67,2428829.114,0,0,0,0,0,6668787.183,0,0,0,1.32E+07
453,621.3971252,9.2316256,2969523.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,346.3315989,6.634616375,2041326.304,3063822.449,0,2518507.558,0,0,1448860.436,0,0,0,0,0,0,0,0,0,0,0,1528019.865,951895.5648,0,0,0,0,0,0,0,2377104.451,0,0,0,0,0,0,0,0,0,0,1.34E+07,0,0,0,8555627.18,0,8899836.148,0,0,0,0,0,8590819.069,6064238.521,0,0,0,0
455,543.1283705,1.049868524,1489235.721,0,2718438.385,0,0,0,0,0,0,2.38E+07,0,0,1132088.349,0,0,0,0,0,1377071.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421197.1198,249398.0525,0,0,1521186.6,0,0,0,355611.854,0,0,0,0,0,0,0
456,585.2705994,8.0646267,435206.6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,369.2634026,5.880421147,297577.1752,0,0,0,0,0,0,0,689836.4088,221442.8691,0,957147.233,229514.8472,1121284.797,232405.8086,0,763831.9662,0,0,0,187843.8256,0,0,0,0,0,0,600105.3537,0,0,1609773.616,0,0,0,874615.854,0,0,1285840.336,339135.1947,0,0,0,0,278366.1379,0,0,0,0,0,1651489.387,0,0,0,184208.8628,0,0
458,588.3743286,4.4936056,2994459.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,430.3891213,9.473669995,7977075.173,0,9081622.049,8870142.939,0,0,7888976.693,8418713.052,0,0,9726252.971,0,0,0,2945403.922,0,0,0,0,0,0,0,0,0,0,0,9896169.948,8739431.82,0,0,0,0,0,0,0,0,1.61E+07,1.72E+07,0,1.73E+07,1.77E+07,0,1.55E+07,1.74E+07,1.84E+07,1.64E+07,0,0,0,1.70E+07,1.58E+07,1.48E+07,1.59E+07,0,0,7340190.305
460,687.3180542,5.2423868,390615.8753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,369.2633133,6.314164908,330405.2536,227203.5987,0,0,0,0,0,0,0,0,0,377146.654,0,652911.5127,1525289.851,0,530372.0841,1434256.515,0,0,0,0,0,0,0,0,0,0,0,0,856620.5724,0,0,5097952.094,0,0,0,251027.6411,0,0,0,0,0,502202.5583,0,0,0,0,0,1249987.437,0,0,0,0,0,0
462,451.2120667,6.3497216,621799.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,681.2910767,7.2262635,2699704.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,501.2122955,2.3507874,350954.6906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,344.2423706,2.6850758,594165.1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,367.1566345,3.64764852,276114.5548,4272452.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2979208.979,0,0,0,0,0,3113264.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300003.269
467,543.2591335,6.256833729,340829.7473,5292177.529,0,0,4614606.304,0,8412614.905,7115934.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4219283.812,3.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,510.3639569,7.956969494,717822.0722,0,0,687733.8493,0,2009482.488,749352.6371,0,0,1101803.223,0,0,0,0,790809.0124,0,0,0,1194691.326,3980001.683,0,0,0,439403.1788,0,872826.2906,0,592625.5975,0,0,3591320.207,0,0,3561556.394,0,0,0,3450373.909,0,3124507.875,0,0,0,813154.2207,0,0,0,4490876.841,0,0,0,0,0,2132498.327,0,0
469,501.2129873,2.778639633,284686.5586,0,0,0,0,0,0,1363397.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677867.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,357.1331533,3.0771252,330154.1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231439.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4849219.126,0,0,0,0
471,327.2161198,2.060337388,269259.6916,159788.8113,0,259602.649,252800.2969,0,0,0,0,0,0,0,0,0,538624.9643,0,0,0,0,0,0,0,0,0,0,0,0,190771.7099,0,0,203317.9753,0,0,0,0,0,197655.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,485.1067352,0.74564975,790795.6496,0,2413901.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,696.4179077,4.7569637,361216.6287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,591.2235413,6.3181091,492305.3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,599.1178182,2.656449433,510082.3948,0,1110540.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3572386.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,340.2477155,2.849779557,340082.5683,2.21E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02E+07,0,0,0,0,0,0,0,0,2046158.522,0,0,0,0,0,0,7835255.952,0,2797552.422,0,0,0,0,0,0,0,0,0,0,4073654.568,0,0,0,0,0
477,1115.224426,1.1733614,676658.0144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,479.1342341,4.724374833,656701.1242,0,7.68E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599346.5726,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98E+07,0,0,0,0,0,0,0,0,0,0,2.76E+07,2927058.232,0,0,0,0
479,954.6176147,14.91662,636872.2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,635.3220215,11.625838,590524.6706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,665.2965393,6.5248946,959672.4076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,968.59552,11.656709,1479053.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,485.2877558,5.838304809,702882.3728,0,0,0,0,617941.7038,545800.2273,0,0,0,0,0,0,2689314.857,0,2741240.361,0,0,0,0,0,0,0,187942.4704,0,0,0,792908.1251,0,0,0,704929.4327,0,751144.9791,0,0,0,0,0,0,0,0,0,0,0,0,0,1720595.182,0,0,0,0,0,268803.2604,0,0
484,619.2756958,2.2133489,1077535.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,309.2064331,3.22584202,1573670.403,0,0,0,0,0,0,0,979977.5482,0,0,0,0,0,0,0,0,0,0,975012.0529,0,0,2225490.458,0,0,0,0,0,0,267573.0743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
